crop,market,district,modal_price,date
cotton,Pune Market Yard,Pune,7231,2026-08-07
cotton,Pune Market Yard,Pune,7262,2026-08-08
cotton,Pune Market Yard,Pune,7244,2026-08-09
cotton,Pune Market Yard,Pune,7251,2026-08-10
cotton,Pune Market Yard,Pune,7272,2026-08-11
cotton,Pune Market Yard,Pune,7281,2026-08-12
cotton,Pune Market Yard,Pune,7270,2026-08-13
cotton,Pune Market Yard,Pune,7246,2026-08-14
cotton,Pune Market Yard,Pune,7204,2026-08-15
cotton,Pune Market Yard,Pune,7175,2026-08-16
cotton,Pune Market Yard,Pune,7187,2026-08-17
cotton,Pune Market Yard,Pune,7173,2026-08-18
cotton,Pune Market Yard,Pune,7153,2026-08-19
cotton,Pune Market Yard,Pune,7177,2026-08-20
cotton,Pune Market Yard,Pune,7194,2026-08-21
cotton,Pune Market Yard,Pune,7158,2026-08-22
